,unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,message
13068,216360,386,Ozone (O3),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2013,2013-06-01,31.87,
873,166909,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2013,2013-06-01,16.23,
3902,166891,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2013,2013-06-01,19.36,
8484,176078,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Summer 2013,2013-06-01,14.07,
4560,172223,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Summer 2013,2013-06-01,22.74,
8467,166878,375,Nitrogen dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2013,2013-06-01,17.67,
4557,221919,386,Ozone (O3),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2013,2013-06-01,31.43,
8463,166890,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2013,2013-06-01,16.96,
2943,177955,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Summer 2013,2013-06-01,10.35,
1708,176067,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Summer 2013,2013-06-01,20.7,
1706,176077,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2013,2013-06-01,15.61,
1703,176058,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Summer 2013,2013-06-01,16.77,
8446,166897,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2013,2013-06-01,15.58,
4556,221895,386,Ozone (O3),Mean,ppb,UHF34,303,East Harlem,Summer 2013,2013-06-01,28.87,
13076,166860,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Summer 2013,2013-06-01,27.81,
3366,221991,386,Ozone (O3),Mean,ppb,UHF34,105106107,South Bronx,Summer 2013,2013-06-01,30.69,
8432,216570,386,Ozone (O3),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Summer 2013,2013-06-01,31.46,
5263,166917,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Summer 2013,2013-06-01,9.91,
14870,172205,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2013,2013-06-01,14.2,
4522,166912,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Summer 2013,2013-06-01,14.43,
4519,216582,386,Ozone (O3),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2013,2013-06-01,30.81,
3461,221925,386,Ozone (O3),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Summer 2013,2013-06-01,30.77,
9426,173751,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302,Central Harlem - Morningside Heights,Summer 2013,2013-06-01,10.76,
13367,169516,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Summer 2013,2013-06-01,12.09,
12989,166862,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2013,2013-06-01,23.31,
13361,169528,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Summer 2013,2013-06-01,11.13,
7771,212560,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Annual Average 2014,2013-12-01,21.12,
12542,213268,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Winter 2013-14,2013-12-01,30.41,
11626,211881,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Winter 2013-14,2013-12-01,10.95,
2287,212094,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504,Southern SI,Annual Average 2014,2013-12-01,8.38,
2049,212953,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Annual Average 2014,2013-12-01,8.43,
13183,213771,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Winter 2013-14,2013-12-01,12.85,
9212,211776,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Annual Average 2014,2013-12-01,21.87,
12151,212325,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Winter 2013-14,2013-12-01,26.89,
4197,213631,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2014,2013-12-01,17.34,
12558,213281,375,Nitrogen dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Winter 2013-14,2013-12-01,20.56,
12142,212316,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Winter 2013-14,2013-12-01,32.79,
12312,212695,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Winter 2013-14,2013-12-01,14.49,
11790,211891,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Winter 2013-14,2013-12-01,13.08,
4680,213622,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Annual Average 2014,2013-12-01,22.8,
12391,212691,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Winter 2013-14,2013-12-01,15.8,
12562,213267,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Winter 2013-14,2013-12-01,29.26,
13200,213757,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Winter 2013-14,2013-12-01,14.89,
10846,214128,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,209,Parkchester and Soundview (CD9),Annual Average 2014,2013-12-01,9.12,
13197,213773,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Winter 2013-14,2013-12-01,12.44,
2276,212948,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Annual Average 2014,2013-12-01,9.98,
3352,212086,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Annual Average 2014,2013-12-01,8.46,
12510,212697,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402,West Queens,Winter 2013-14,2013-12-01,12.41,
9881,212542,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Annual Average 2014,2013-12-01,17.1,
12532,213243,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Winter 2013-14,2013-12-01,26.81,
12514,213275,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Winter 2013-14,2013-12-01,25.44,
13192,212294,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Winter 2013-14,2013-12-01,27.83,
14208,211585,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Winter 2013-14,2013-12-01,28.11,
13186,213783,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Winter 2013-14,2013-12-01,12.9,
10995,211889,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Winter 2013-14,2013-12-01,11.8,
12527,213255,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Winter 2013-14,2013-12-01,29.27,
7762,211787,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Annual Average 2014,2013-12-01,16.23,
12529,213257,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2013-14,2013-12-01,27.55,
13195,213759,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Winter 2013-14,2013-12-01,15.55,
4208,213808,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Winter 2013-14,2013-12-01,10.35,
4213,214144,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Annual Average 2014,2013-12-01,8.32,
10838,214118,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111,East Harlem (CD11),Annual Average 2014,2013-12-01,9.82,
9829,212573,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Annual Average 2014,2013-12-01,17.44,
11796,211882,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Winter 2013-14,2013-12-01,10.93,
13475,212677,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2013-14,2013-12-01,11.94,
12613,213238,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Winter 2013-14,2013-12-01,28.71,
1293,212308,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Winter 2013-14,2013-12-01,26.86,
14008,211574,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Winter 2013-14,2013-12-01,27.94,
13478,212670,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Winter 2013-14,2013-12-01,12.51,
12618,213237,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Winter 2013-14,2013-12-01,27.77,
11810,212073,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,Annual Average 2014,2013-12-01,8.48,
10037,211775,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Annual Average 2014,2013-12-01,22.07,
9823,212583,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Annual Average 2014,2013-12-01,12.59,
8318,214132,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2014,2013-12-01,10.64,
13988,211579,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Winter 2013-14,2013-12-01,36.2,
13985,211580,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Winter 2013-14,2013-12-01,35.91,
8229,212707,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,Stapleton - St. George,Winter 2013-14,2013-12-01,11.55,
11708,212076,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Annual Average 2014,2013-12-01,9.84,
14209,211576,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Winter 2013-14,2013-12-01,26.89,
11158,214121,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Annual Average 2014,2013-12-01,9.96,
4241,214139,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2014,2013-12-01,9.2,
13173,213754,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Winter 2013-14,2013-12-01,14.51,
11791,211877,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Winter 2013-14,2013-12-01,13.06,
12309,213810,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Winter 2013-14,2013-12-01,11.97,
13162,213755,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Winter 2013-14,2013-12-01,14.41,
13159,213767,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Winter 2013-14,2013-12-01,13.15,
11300,212080,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Annual Average 2014,2013-12-01,10.42,
9122,213581,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Annual Average 2014,2013-12-01,37.06,
11308,212068,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2014,2013-12-01,9.16,
12581,213239,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Winter 2013-14,2013-12-01,28.44,
10171,211778,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Annual Average 2014,2013-12-01,20.0,
11614,214126,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207,Kingsbridge Heights and Bedford (CD7),Annual Average 2014,2013-12-01,9.48,
12308,212064,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Annual Average 2014,2013-12-01,9.19,
14217,212669,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Winter 2013-14,2013-12-01,12.2,
12124,212327,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2013-14,2013-12-01,22.68,
10983,211887,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Winter 2013-14,2013-12-01,13.89,
2780,211785,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2014,2013-12-01,27.21,
12316,212694,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Winter 2013-14,2013-12-01,13.62,
11780,212330,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Winter 2013-14,2013-12-01,21.86,
12266,211342,365,Fine particles (PM 2.5),Mean,mcg/m3,Citywide,1,New York City,Annual Average 2014,2013-12-01,8.93,
13337,213786,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309,South Crown Heights and Lefferts Gardens (CD9),Winter 2013-14,2013-12-01,11.82,
1204,212326,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2013-14,2013-12-01,25.34,
2532,212083,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,Annual Average 2014,2013-12-01,8.64,
4649,214141,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2014,2013-12-01,8.83,
12256,213805,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2013-14,2013-12-01,10.74,
12233,212322,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Winter 2013-14,2013-12-01,27.94,
11233,211880,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Winter 2013-14,2013-12-01,11.63,
12230,212320,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Winter 2013-14,2013-12-01,26.95,
14141,211567,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Winter 2013-14,2013-12-01,26.86,
14137,211568,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Winter 2013-14,2013-12-01,29.87,
1218,211360,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2013-14,2013-12-01,25.87,
4637,213777,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Winter 2013-14,2013-12-01,12.16,
13325,213231,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Winter 2013-14,2013-12-01,29.49,
13322,213233,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Winter 2013-14,2013-12-01,30.08,
11755,212546,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Annual Average 2014,2013-12-01,21.87,
12438,213272,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2013-14,2013-12-01,26.71,
9504,212548,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Annual Average 2014,2013-12-01,21.14,
1200,212305,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2013-14,2013-12-01,26.86,
1198,212295,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Winter 2013-14,2013-12-01,28.68,
13359,212680,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Winter 2013-14,2013-12-01,11.67,
12261,212696,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Winter 2013-14,2013-12-01,13.06,
10807,214122,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,Morrisania and Crotona (CD3),Annual Average 2014,2013-12-01,9.49,
12285,212317,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2013-14,2013-12-01,34.47,
13412,212674,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Winter 2013-14,2013-12-01,11.21,
8349,212927,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Annual Average 2014,2013-12-01,10.54,
2167,211789,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Annual Average 2014,2013-12-01,21.76,
11189,212079,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303,East Harlem,Annual Average 2014,2013-12-01,9.84,
12410,213262,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Winter 2013-14,2013-12-01,28.81,
12388,212687,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,Central Harlem - Morningside Heights,Winter 2013-14,2013-12-01,13.1,
12384,213269,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Winter 2013-14,2013-12-01,28.03,
2500,212954,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Annual Average 2014,2013-12-01,8.39,
12374,212692,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Winter 2013-14,2013-12-01,16.44,
12260,212706,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501,Port Richmond,Winter 2013-14,2013-12-01,12.27,
12258,213807,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Winter 2013-14,2013-12-01,10.88,
12423,213270,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2013-14,2013-12-01,28.68,
12417,212700,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Winter 2013-14,2013-12-01,11.63,
12368,212693,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Winter 2013-14,2013-12-01,14.33,
12453,213256,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2013-14,2013-12-01,27.2,
11240,211878,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402,West Queens,Winter 2013-14,2013-12-01,12.41,
2495,212955,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Annual Average 2014,2013-12-01,8.46,
13286,214112,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Annual Average 2014,2013-12-01,14.19,
7720,212684,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Winter 2013-14,2013-12-01,11.04,
11742,212324,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Winter 2013-14,2013-12-01,27.42,
8395,213589,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Annual Average 2014,2013-12-01,22.12,
10376,211771,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Annual Average 2014,2013-12-01,21.12,
9493,212926,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Annual Average 2014,2013-12-01,9.75,
9177,213582,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2014,2013-12-01,32.2,
12209,212313,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Winter 2013-14,2013-12-01,36.89,
12276,213274,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2013-14,2013-12-01,26.92,
14074,211786,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2014,2013-12-01,18.17,
1586,213756,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Winter 2013-14,2013-12-01,13.39,
13256,214135,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Annual Average 2014,2013-12-01,9.25,
13246,213259,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Winter 2013-14,2013-12-01,24.86,
12281,213276,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Winter 2013-14,2013-12-01,27.0,
13243,213261,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Winter 2013-14,2013-12-01,26.24,
12327,212075,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210,Coney Island - Sheepshead Bay,Annual Average 2014,2013-12-01,8.37,
9116,213593,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Annual Average 2014,2013-12-01,22.74,
10384,211774,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Annual Average 2014,2013-12-01,25.1,
8264,212942,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Annual Average 2014,2013-12-01,11.15,
12456,213258,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Winter 2013-14,2013-12-01,28.27,
12459,213244,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Winter 2013-14,2013-12-01,25.08,
1220,212304,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Winter 2013-14,2013-12-01,25.35,
14117,211569,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Winter 2013-14,2013-12-01,30.2,
4140,213801,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Winter 2013-14,2013-12-01,11.73,
1623,212701,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Winter 2013-14,2013-12-01,11.1,
4141,213803,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2013-14,2013-12-01,11.06,
12343,212329,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Winter 2013-14,2013-12-01,23.01,
12358,213794,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Winter 2013-14,2013-12-01,11.77,
12473,213232,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Winter 2013-14,2013-12-01,29.98,
12478,213280,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Winter 2013-14,2013-12-01,21.46,
10386,211773,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2014,2013-12-01,23.76,
1226,212315,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Winter 2013-14,2013-12-01,33.98,
13439,212683,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Winter 2013-14,2013-12-01,11.51,
12346,212319,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Winter 2013-14,2013-12-01,29.51,
12483,213266,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Winter 2013-14,2013-12-01,29.49,
1225,212314,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Winter 2013-14,2013-12-01,39.35,
8609,213584,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Annual Average 2014,2013-12-01,27.75,
12667,213247,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Winter 2013-14,2013-12-01,29.92,
12637,213254,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2013-14,2013-12-01,29.77,
11452,212066,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201,Greenpoint,Annual Average 2014,2013-12-01,10.54,
8137,212698,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Winter 2013-14,2013-12-01,11.46,
12853,213787,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2013-14,2013-12-01,11.78,
11883,211766,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Annual Average 2014,2013-12-01,20.47,
9649,213592,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Annual Average 2014,2013-12-01,22.7,
13748,211393,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Annual Average 2014,2013-12-01,18.93,
2608,211788,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Annual Average 2014,2013-12-01,13.32,
12858,212297,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Winter 2013-14,2013-12-01,29.9,
13738,213792,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Winter 2013-14,2013-12-01,11.02,
3486,212090,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308,Chelsea-Village,Annual Average 2014,2013-12-01,12.08,
13736,213790,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Winter 2013-14,2013-12-01,11.03,
1433,212958,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501,Port Richmond,Annual Average 2014,2013-12-01,8.79,
1823,213273,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Winter 2013-14,2013-12-01,28.18,
13706,212934,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Annual Average 2014,2013-12-01,8.48,
1822,213245,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Winter 2013-14,2013-12-01,25.4,
11542,212062,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Annual Average 2014,2013-12-01,9.0,
13700,211435,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1,Bronx,Annual Average 2014,2013-12-01,9.27,
13034,212310,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Winter 2013-14,2013-12-01,30.2,
2939,212093,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Annual Average 2014,2013-12-01,8.5,
